Name,ScorePct,Score,Price,
Intel Xeon E5-1660 @ 3.30GHz,5%,8429,267.19,
Intel Xeon E5-2665 @ 2.40GHz,5%,8424,12.99,
AMD Ryzen 5 PRO 2400G,5%,8414,
Intel Core i7-3970X @ 3.50GHz,5%,8408,178.25,
Intel Xeon E3-1585 v5 @ 3.50GHz,5%,8408,556.00*,
Intel Core i7-1180G7 @ 1.30GHz,5%,8406,426.00*,
Intel Xeon E3-1280 v5 @ 3.70GHz,5%,8377,1512.00,
Intel Xeon E3-1270 v5 @ 3.60GHz,5%,8342,218.32,
AMD Opteron 6386 SE,5%,8320,800.10,
Intel Core i5-10200H @ 2.40GHz,5%,8319,250.00*,
Intel Xeon E5-2470 @ 2.30GHz,5%,8296,129.00,
Intel Xeon E3-1240 v5 @ 3.50GHz,5%,8286,171.60,
AMD Ryzen 5 PRO 3400GE,5%,8272,
Intel Xeon E-2314 @ 2.80GHz,5%,8256,195.00*,
Intel Core i7-3930K @ 3.20GHz,5%,8253,42.99,
Intel Core i5-9500T @ 2.20GHz,5%,8240,192.00*,
Intel Core i5-9400H @ 2.50GHz,5%,8230,250.00*,
Intel Core i3-10100E @ 3.20GHz,5%,8229,125.00*,
AMD Ryzen 7 3750H,5%,8221,
AMD Ryzen Embedded V1756B,5%,8216,
Intel Xeon E3-1260L v5 @ 2.90GHz,5%,8208,258.70*,
Intel Core i3-10300T @ 3.00GHz,5%,8205,193.97*,
ARM X-Gene 32 Core 3000 MHz,5%,8202,
Intel Xeon E3-1230 v6 @ 3.50GHz,5%,8194,238.99,
Intel Core i7-10810U @ 1.10GHz,5%,8175,443.00*,
Intel Xeon E-2276ME @ 2.80GHz,5%,8167,450.00*,
Intel Xeon E3-1535M v6 @ 3.10GHz,5%,8145,623.00*,
Intel Xeon E5-2660 @ 2.20GHz,5%,8140,29.64,
Intel Core i3-10305T @ 3.00GHz,5%,8136,143.00*,
Intel Core i7-8706G @ 3.10GHz,5%,8128,
Intel Core i5-9400T @ 1.80GHz,5%,8123,182.00*,
Intel Xeon E5-1650 @ 3.20GHz,5%,8100,104.00,
Intel Core i7-6700 @ 3.40GHz,5%,8082,113.00,
Intel Xeon E3-1285L v4 @ 3.40GHz,5%,8074,1091.00,
AMD Athlon Gold PRO 4150GE,5%,8070,
Intel Core i5-8259U @ 2.30GHz,5%,8067,519.99*,
Intel Core i5-8269U @ 2.60GHz,5%,8055,320.00*,
Intel Core i7-4790K @ 4.00GHz,5%,8054,139.99,
Intel Core i5-1035G4 @ 1.10GHz,5%,8035,309.00*,
AMD Opteron 6348,5%,8030,1000.10,
Intel Xeon E3-1245 v5 @ 3.50GHz,5%,8023,356.84,
Intel Xeon E3-1585L v5 @ 3.00GHz,5%,8021,445.00*,
Intel Core i7-8557U @ 1.70GHz,5%,8003,431.00*,
Intel Xeon E3-1230 v5 @ 3.40GHz,5%,7982,160.34,
Intel Xeon E3-1545M v5 @ 2.90GHz,5%,7976,
Intel Core i5-8400H @ 2.50GHz,5%,7973,250.00*,
CentaurHauls @2500MHz,5%,7969,
Intel Core i3-10105T @ 3.00GHz,5%,7967,122.00*,
Intel Xeon E3-1515M v5 @ 2.80GHz,5%,7938,
Intel Core i7-8709G @ 3.10GHz,5%,7926,
AMD Ryzen 5 3550H,5%,7896,
AMD Ryzen 5 2600H,5%,7876,
Intel Xeon E5-2620 v3 @ 2.40GHz,5%,7854,229.95,
Intel Xeon E3-1575M v5 @ 3.00GHz,5%,7846,1207.00*,
Intel Xeon E5-2640 v2 @ 2.00GHz,5%,7820,39.00,
Intel Core i7-8705G @ 3.10GHz,5%,7791,1535.11*,
Intel Core i5-8279U @ 2.40GHz,5%,7789,320.00*,
Intel Core i7-5775R @ 3.30GHz,5%,7776,
AMD Ryzen 5 1400,5%,7756,142.20,
Intel Core i5-8500T @ 2.10GHz,5%,7751,265.99*,
Intel Core i5-8260U @ 1.60GHz,5%,7747,439.99*,
Intel Core i3-9350K @ 4.00GHz,5%,7722,293.22*,
Intel Core i5-9300H @ 2.40GHz,5%,7713,250.00*,
Intel Xeon E3-1285 v4 @ 3.50GHz,5%,7712,
AMD Athlon Gold PRO 3150G,5%,7702,
Intel Core i7-5950HQ @ 2.90GHz,5%,7696,
AMD Ryzen 5 3550U,5%,7681,
Intel Xeon E3-1270L v4 @ 3.00GHz,5%,7662,
AMD EPYC 3151,5%,7660,
AMD Ryzen 7 2800H,5%,7656,
Intel Xeon E5-1630 v4 @ 3.70GHz,5%,7644,
Intel Core i7-5775C @ 3.30GHz,5%,7638,174.85,
Intel Xeon E-2224G @ 3.50GHz,5%,7637,268.02*,
Intel Core i5-8257U @ 1.40GHz,5%,7631,320.00*,
MediaTek MT6895,5%,7604,
Qualcomm Technologies Inc KO,-IOT,5%,7592,
AMD Ryzen 3 2300X,5%,7587,178.09*,
Intel Core i3-9350KF @ 4.00GHz,5%,7566,104.03,
MediaTek MT6983,5%,7564,
Intel Core i5-1035G1 @ 1.00GHz,5%,7548,297.00*,
Intel Core i7-7700T @ 2.90GHz,5%,7547,224.96,
Intel Xeon E3-1271 v3 @ 3.60GHz,5%,7543,123.50,
Intel Xeon E5-2450 @ 2.10GHz,5%,7530,64.03,
Intel Core i5-9300HF @ 2.40GHz,5%,7523,250.00*,
Intel Core i5-8400T @ 1.70GHz,5%,7507,239.84*,
Intel Xeon E3-1535M v5 @ 2.90GHz,5%,7506,623.00*,
AMD Ryzen 3 4300U,5%,7506,
Intel Core i7-7820HK @ 2.90GHz,5%,7505,378.00*,
Intel Core i5-8300H @ 2.30GHz,5%,7504,250.00*,
Intel Xeon D-1531 @ 2.20GHz,5%,7483,348.00*,
Intel Xeon E5-2667 @ 2.90GHz,5%,7477,97.19,
Intel Xeon E5-2630 v2 @ 2.60GHz,5%,7473,12.99,
AMD Ryzen 5 2400GE,5%,7472,
AMD Ryzen 5 PRO 2400GE,5%,7471,
Intel Xeon E-2124G @ 3.40GHz,5%,7468,284.77,
Intel Xeon E3-1281 v3 @ 3.70GHz,5%,7463,546.25,
Intel Xeon E5-2637 v3 @ 3.50GHz,5%,7455,49.99,
Intel Core i7-7820EQ @ 3.00GHz,5%,7453,378.00*,
Intel Xeon E5-2650L v2 @ 1.70GHz,5%,7450,130.00,
Intel Xeon E5-2608L v4 @ 1.60GHz,5%,7447,363.00*,
Intel Core i7-7920HQ @ 3.10GHz,5%,7422,568.00*,
Intel Xeon E5-1630 v3 @ 3.70GHz,5%,7419,1354.00*,
Intel Xeon E3-1286 v3 @ 3.70GHz,5%,7418,839.00*,
